훈련기관명,주소요약,훈련과정명
이젠컴퓨터아카데미, 관악구,[영상편집] 프리미어 초급
이젠컴퓨터아카데미, 관악구,[그래픽디자인]일러스트 기초부터 실무 활용 
이젠컴퓨터아카데미, 구로구,[컴활]컴퓨터활용능력 2급 실기(엑셀)
이젠컴퓨터아카데미, 구로구,(스마트웹&콘텐츠개발) UI/UX웹디자인 웹퍼블리셔 프론트엔드 전문가 양성 J
이젠컴퓨터아카데미, 관악구,"(게임콘텐츠제작) 유니티(Unity)기반 메타버스(제페토) 게임디자이너(3D MAX,블렌더(Blender)) D"
이젠컴퓨터아카데미, 관악구,(스마트웹&콘텐츠개발) UI/UX웹디자인 웹퍼블리셔 프론트엔드 전문가 양성 B
이젠컴퓨터아카데미, 구로구,포토샵 기초부터 실무 활용
이젠컴퓨터아카데미, 구로구,일러스트 기초부터 실무 활용
이젠컴퓨터아카데미, 관악구,[영상편집] 애프터이펙트 기초부터 실무활용
이젠컴퓨터아카데미, 관악구,[그래픽디자인]포토샵 기초부터 실무 활용 
이젠컴퓨터아카데미, 관악구,[최신기출문제적용]컴퓨터활용능력 2급 실기(엑셀) 
이젠컴퓨터아카데미, 관악구,[영상편집] 프리미어 기초부터 실무활용 
이젠컴퓨터아카데미, 관악구,"[핵심쏙쏙] 일러스트(GTQ자격증 1급,2급)"
이젠컴퓨터아카데미, 구로구,전산회계1급+FAT1급 자격증 취득
이젠컴퓨터아카데미, 구로구,컴퓨터활용능력 2급(실기) 자격증 취득
이젠컴퓨터아카데미, 관악구,[핵심쏙쏙]전산세무2급 자격증 취득
이젠컴퓨터아카데미, 관악구,"(게임콘텐츠제작) 유니티(Unity)기반 메타버스(제페토) 게임디자이너(3D MAX,블렌더(Blender)) C"
이젠컴퓨터아카데미, 관악구,(스마트웹&콘텐츠개발) UI/UX웹디자인 웹퍼블리셔 프론트엔드 전문가 양성 A
이젠컴퓨터아카데미, 관악구,[핵심쏙쏙]전산회계1급 자격증 취득
이젠컴퓨터아카데미, 관악구,"[핵심쏙쏙]컴퓨터활용능력 1급 실기(엑셀,엑세스)"
이젠컴퓨터아카데미, 구로구,컴퓨터활용능력 1급(실기) 자격증 취득
은평여성인력개발센터, 은평구,한국어교원3급 자격증(스마트혼합)
은평여성인력개발센터, 은평구,더존 회계실무1급(FAT1급) 
은평여성인력개발센터, 은평구,분식조리(실기)
은평여성인력개발센터, 은평구,바리스타2급
은평여성인력개발센터, 은평구,정리수납2급 자격증
은평여성인력개발센터, 은평구,인사관리실무(4대보험 및 급여와 퇴직 관리)
은평여성인력개발센터, 은평구,부동산 등기 실무 입문
은평여성인력개발센터, 은평구,커피 바리스타2급
은평여성인력개발센터, 은평구,캘리그라피 입문
은평여성인력개발센터, 은평구,사회복지실무(사회복지시설정보시스템 활용)
은평여성인력개발센터, 은평구,ITQ마스터
은평여성인력개발센터, 은평구,정리수납컨설턴트 2급
은평여성인력개발센터, 은평구,직업상담사2급 자격증 취득(필기+실기)
은평여성인력개발센터, 은평구,브런치메뉴와 밑반찬(실기)
은평여성인력개발센터, 은평구,"ITQ자격증(한글,엑셀,파워포인트)"
은평여성인력개발센터, 은평구,"사무행정실무 기초(한글,엑셀,파워포인트)"
은평여성인력개발센터, 은평구,컴퓨터기초와 문서작성 실무
은평여성인력개발센터, 은평구,사회복지실무(상담과 프로그램 실제)
은평여성인력개발센터, 은평구,"전산회계자격증(전산회계1급, 더존 FAT1급)"
은평여성인력개발센터, 은평구,컴퓨터활용능력2급(실기)
은평여성인력개발센터, 은평구,라떼아트
은평여성인력개발센터, 은평구,사회복지사1급 자격증 취득(전과목대비)
은평여성인력개발센터, 은평구,직업상담사1급 자격증 (2차 실기대비)
은평여성인력개발센터, 은평구,중식조리기능사(실기)
은평여성인력개발센터, 은평구,"컴퓨터활용능력2급(필기,실기) "
은평여성인력개발센터 부설 요양보호사교육원, 은평구,요양보호사 자격증 취득과정(사회복지사 자격증 소지자 대상)
은평여성인력개발센터 부설 요양보호사교육원, 은평구,"요양보호사 자격증 취득과정(간호조무사,물리치료사,작업치료사 자격증 소지자 대상)"
은평요양보호사교육원, 은평구,요양보호사 자격 취득과정
은평요양보호사교육원, 은평구,요양보호사 자격 취득과정
은혜요양보호사교육원, 양천구,요양보호사 자격증 취득과정(사회복지사 자격 소지자반)
은혜요양보호사교육원, 양천구,요양보호사 자격증 취득과정(신규자)1
은혜요양보호사교육원, 양천구,요양보호사 자격증 취득과정(신규자)2
응암요양보호사교육원, 은평구,요양보호사 자격취득
응암요양보호사교육원, 은평구,요양보호사 - 사회복지사 자격증소지자
이나우스아카데미학원, 중구,종합소득세신고
이도타일직업학원, 중랑구,타일시공실무
이레요양보호사교육원, 은평구,요양보호사 자격 취득과정 (신규자)
이수메트로간호종합학원, 동작구,간호조무사자격증취득과정
이유제과제빵커피학원, 영등포구,제빵 실기 과정 
이유제과제빵커피학원, 영등포구,제과 실기반
이유제과제빵커피학원, 영등포구,제과실기 과정 
이유제과제빵커피학원, 영등포구,제빵 실기반
이유제과제빵커피학원, 영등포구,제과실기 
이유제과제빵커피학원, 영등포구,제빵실기
이유제과제빵커피학원, 영등포구,제빵실기 과정 
이유제과제빵커피학원, 영등포구,케익 데코레이션 기초
이젠아카데미, 서대문구,"웹툰 캐릭터 제작 (인물/인체/동작,포토샵,클립스튜디오) "
이젠아카데미, 서대문구,웹디자인기능사 실기 자격 취득(웹디자인) 
이젠아카데미, 서대문구,"귀여운 이모티콘 제작하기(카카오톡,네이버,포토샵) "
이젠아카데미, 서대문구,"귀여운 이모티콘 제작하기(카카오톡,라인,포토샵) A"
이젠아카데미, 서대문구,"컴퓨터그래픽스운용기능사 실기 자격 취득(포토샵,일러스트,인디자인)"
이젠아카데미, 서대문구,웹디자인기능사 실기 자격 취득(웹디자인)
이젠아카데미, 서대문구,유튜브(YouTube) 콘텐츠 제작과 영상편집 
이젠아카데미, 서대문구,"컴퓨터그래픽스운용기능사 실기 자격 취득(포토샵,일러스트,인디자인) "
이젠아카데미, 서대문구,"광고홍보 영상콘텐츠제작(프리미어,에프터이펙트,포토샵,일러스트)"
이젠아카데미, 서대문구,"GTQ그래픽전문가(포토샵, 일러스트)자격취득 과정"
이젠아카데미, 서대문구,"디지털영상편집디자인(포토샵,일러스트,프리미어, 에펙)"
이젠아카데미, 서대문구,"멀티미디어 영상콘텐츠제작(프리미어,에펙,영상편집) B"
이젠아카데미, 서대문구,"웹툰스토리제작 (세계관,주제,장르,연출,구성,시나리오,콘티) B"
이젠아카데미, 서대문구,"멀티미디어 영상콘텐츠제작(프리미어,에펙,영상편집) A"
이젠아카데미, 서대문구,"귀여운 이모티콘 제작하기(카카오톡,라인,포토샵) B"
이젠아카데미, 서대문구,"포토샵, 일러스트레이터 기초과정 "
이젠아카데미, 서대문구,"영상콘텐츠와 영상제작 끝내기(프리미어, 에프터이펙트) "
이젠아카데미, 서대문구,"웹툰스토리제작 (세계관,주제,장르,연출,구성,시나리오,콘티) A"
이젠아카데미, 서대문구,"웹툰콘텐츠제작 Part2 (원화,캐릭터,채색,배경,포토샵,클립스튜디오) A"
이젠아카데미, 서대문구,"모바일 이모티콘 디자인(포토샵,카카오톡,라인) "
이젠아카데미, 서대문구,"멀티미디어 광고영상콘텐츠(프리미어,에펙,영상편집) A"
이젠아카데미, 서대문구,"마케팅을 위한 영상편집(광고,영상마케팅,크리에이터)"
이젠아카데미, 서대문구,"웹툰콘텐츠제작 Part2 (원화,캐릭터,채색,배경,포토샵,클립스튜디오) B"
이젠아카데미, 서대문구,"웹툰콘텐츠제작 Part1 (원화,캐릭터,배경,포토샵,클립스튜디오) A"
이젠아카데미, 서대문구,자바(JAVA) 개발자 [과정평가형 정보처리산업기사] A
이젠아카데미 DX교육센터, 종로구,퍼포먼스 마케터를 위한 온라인광고 실무활용(구글GA성과분석)
이젠아카데미 DX교육센터, 종로구,구글애널리틱스(GA) & 온라인 마케팅 광고분석_입문활용
이젠아카데미 DX교육센터, 종로구,"전산세무회계(전산회계1급, 전산세무2급) & ERP정보관리사(회계2급, 인사2급) 자격증 A"
이젠아카데미 DX교육센터, 종로구,[전산세무회계] 전산회계1급 자격증 취득과정
이젠아카데미 DX교육센터, 종로구,"프리미어 활용 영상편집 (유튜브 영상편집, 채널관리)"
이젠아카데미 DX교육센터, 종로구,"BIM 건축설계(레빗,캐드,맥스,스케치업,실내인테리어) A"
이젠아카데미 DX교육센터, 종로구,"멀티미디어콘텐츠제작(프리미어,에펙,영상편집) C"
이젠아카데미 DX교육센터, 종로구,"디지털콘텐츠제작 & 유튜브영상편집,기획(프리미어,에펙) A"
이젠아카데미 DX교육센터, 종로구,"[주말] 포토샵,일러스트 활용 굿즈디자인(MD상품,펜시,문구,캐릭터)"
이젠아카데미 DX교육센터, 종로구,"[주말] 온라인 광고 바이럴 마케팅 입문활용(블로그,인스타,SNS,유튜브) "
이젠아카데미 DX교육센터, 종로구,[주말] 피그마(Figma)를 활용한 UIUX 웹 & 앱 입문활용
이젠아카데미 DX교육센터, 종로구,해외 전자상거래 구매대행(네이버 스마트 스토어팜)
이젠아카데미 DX교육센터, 종로구,[주말] [BIM] 건축설계 레빗(Revit) 입문활용
이젠아카데미 DX교육센터, 종로구,전산세무1급(법인세) 자격증 취득
이젠아카데미 DX교육센터, 종로구,"전산세무회계(전산회계1급, 전산세무2급) & ERP정보관리사(회계2급, 인사2급) 자격증 B"
이젠아카데미 DX교육센터, 종로구,"컨텐츠,퍼포먼스 광고 마케팅 실무활용 (구글GA 성과&광고분석)"
이젠아카데미 DX교육센터, 종로구,쉽게 배우는 포토샵&일러스트 실무활용
이젠아카데미 DX교육센터, 종로구,데이터 융합 자바(JAVA) 풀스택 개발자 C
이젠아카데미 DX교육센터, 종로구,"UIUX반응형 웹&앱디자인(html,css,javascript,vue.js) A"
이젠아카데미 DX교육센터, 종로구,클라우드기반 자바 백엔드개발(웹프로그래머) A
이젠아카데미 DX교육센터, 종로구,"V커머스, 브랜드 영상콘텐츠 편집제작"
이젠아카데미 DX교육센터, 종로구,"디지털콘텐츠제작 & 유튜브영상편집,기획(프리미어,에펙) B"
이젠아카데미 DX교육센터, 종로구,"실내건축설계(캐드,스케치업,맥스)"
이젠아카데미 DX교육센터, 종로구,"BIM 건축설계(레빗,캐드,맥스,스케치업,실내인테리어) B"
이젠아카데미 DX교육센터, 종로구,빅데이터를 활용한 디지털마케팅 전문가 양성 B
이젠아카데미 DX교육센터, 종로구,"멀티미디어콘텐츠제작(프리미어,에펙,영상편집) D"
이젠아카데미 DX교육센터, 종로구,[실내건축산업기사] 실내건축인테리어디자인설계(캐드.스케치업.MAX) B
이젠아카데미 DX교육센터, 종로구,UIUX 웹앱디자인(피그마[Figma]) & 프론트엔드(react.js) D
이젠아카데미 DX교육센터, 종로구,[주말] 구글애널리틱스(GA) & 온라인 마케팅 광고분석_입문활용
오라클자바교육학원, 구로구,"오라클 SQL, PL-SQL 기초부터 실무 활용 과정"
오라클자바교육학원, 구로구,프로젝트관리전문가(PMP) 대비반 과정
오라클자바교육학원, 구로구,스프링 프레임워크 JPA 활용 실무 구현 향상과정
오라클자바교육학원, 구로구,자바(JAVA) 기초부터 JSP WEB 개발 실무 향상과정
오라클자바교육학원, 구로구,프로젝트 관리를 위한 프로젝트 개발/관리 훈련과정
오라클자바교육학원, 구로구,"자바 기초부터 JSP, Spring, JPA 기반 응응SW 웹 개발 실무과정"
오라클자바교육학원, 구로구,"오라클 SQL 기초부터 Hint, Tuning 실무 향상과정"
오라클자바교육학원, 구로구,스프링부트 실무과정(JPA & QueryDSL &  BOOT)
오라클자바교육학원, 구로구,파이썬 활용 빅데이터 시각화 분석 전문가 양성과정
오라클자바교육학원, 구로구,빅데이터 융합 자바&파이썬 인공지능(AI) 풀스택 개발자 양성과정
오라클자바교육학원, 구로구,오라클 & 자바 프레임워크 활용 소프트웨어 웹 개발자 양성과정
